agegroup,A5,A6,A7,A8,A9,A11B,A12,A14,E1,D7,D4,D5,D6,trueage,Cluster
7,1,4,3,1,5,1,0,0,0,0,0,0,0,45.06228611,1
7,2,5,4,17,3,1,0,0,0,0,0,0,0,44.5174538,0
7,1,4,3,15,2,1,0,0,0,0,0,0,0,45.40451745,2
7,1,4,3,19,2,1,0,0,0,0,0,0,0,45.40451745,1
7,2,6,3,17,3,2,0,0,0,0,0,1,0,44.90075291,0
7,2,6,3,17,3,2,0,0,0,0,0,0,0,45.3908282,0
7,1,4,2,0,0,2,0,0,0,0,0,0,0,45.48665298,1
7,2,5,3,15,2,1,0,0,0,0,0,0,0,44.95277207,2
7,2,6,3,17,3,1,0,0,0,0,0,0,0,45.42094456,0
7,1,4,3,1,3,2,0,0,0,0,0,0,0,44.50376454,0
7,1,4,3,17,3,2,0,0,0,0,0,0,0,45.04312115,0
7,2,6,3,15,3,3,0,0,1,0,0,0,0,44.60232717,0
7,2,6,3,17,3,2,0,0,0,0,0,0,0,44.55578371,0
7,1,4,3,15,2,3,0,0,0,0,0,0,1,44.59958932,2
7,2,6,3,18,4,2,0,0,0,0,0,0,0,44.85147159,0
7,2,7,3,1,3,2,0,0,0,0,0,0,0,44.72826831,0
7,1,4,3,1,3,2,0,0,0,0,0,0,0,44.74469541,0
7,1,4,3,1,3,2,0,0,0,0,0,0,0,44.74469541,0
7,1,4,3,8,3,1,0,0,0,0,0,1,0,45.06228611,2
7,2,5,1,0,0,2,0,0,0,0,0,1,1,45.36892539,1
7,2,4,1,0,0,1,0,0,0,0,0,0,0,44.58316222,1
7,2,5,3,17,3,1,0,0,0,0,0,0,0,45.07597536,0
7,2,6,3,17,3,1,0,0,0,0,0,1,0,45.46748802,0
7,1,4,3,17,1,1,0,0,0,0,0,0,0,45.07049966,0
7,2,5,3,17,3,1,0,0,0,1,0,0,0,45.16632444,0
7,1,4,3,1,3,1,0,0,0,0,0,0,0,45.30869268,0
7,1,4,3,1,2,1,0,0,0,0,0,0,0,44.98288843,1
7,2,7,3,19,3,1,0,0,0,0,0,0,0,45.33059548,0
7,2,6,4,17,3,2,0,0,0,0,0,0,0,45.3853525,0
7,1,7,3,19,3,2,0,0,0,0,0,0,0,44.83778234,0
7,2,6,3,17,3,1,0,0,0,0,0,0,0,45.17180014,0
7,2,6,3,15,3,1,0,0,0,0,0,0,0,45.14168378,0
7,1,4,1,0,0,3,0,0,1,0,0,0,0,45.17453799,1
7,2,7,3,16,4,2,0,0,1,0,0,0,0,44.79945243,3
7,1,6,3,19,3,1,0,0,0,0,0,1,0,45.26762491,0
7,1,3,1,0,0,2,0,0,0,0,0,0,0,44.60506502,1
7,1,4,1,0,0,2,0,0,0,1,0,0,0,44.75017112,1
7,2,6,3,19,2,1,0,0,0,0,0,0,0,44.56673511,0
7,2,5,1,0,0,1,0,0,0,0,0,0,0,44.7008898,1
7,1,4,1,0,0,1,0,0,0,0,0,0,0,45.10335387,1
7,1,6,3,17,2,2,0,0,1,0,0,0,0,45.34428474,0
7,1,4,1,0,0,1,0,0,0,0,0,1,0,45.45379877,1
7,1,4,1,0,0,2,0,0,0,0,0,1,0,44.85147159,1
7,1,4,3,1,3,2,0,0,0,0,0,1,0,45.34702259,2
7,1,4,1,0,0,2,0,0,0,0,0,0,0,44.90075291,1
7,2,7,3,15,3,1,0,0,0,0,0,0,0,45.38809035,0
7,1,6,3,1,3,1,0,0,0,0,0,0,0,44.72826831,0
7,1,6,3,19,3,1,0,0,1,0,0,0,0,45.27036277,0
7,2,6,3,15,3,1,0,0,0,1,0,0,0,45.10609172,0
7,1,4,1,0,0,2,0,0,0,0,0,0,0,45.26762491,1
7,1,4,3,1,2,1,0,0,0,0,0,1,0,45.045859,2
7,2,6,3,15,3,1,0,0,0,0,0,0,0,44.68172485,0
7,2,5,3,15,3,1,0,0,0,0,0,0,0,44.8733744,0
7,2,6,3,17,3,1,0,0,0,1,0,1,0,44.6844627,0
7,1,6,4,15,3,2,0,0,0,0,0,1,0,44.8678987,2
7,2,4,1,0,0,1,0,0,0,0,0,0,0,45.2183436,1
7,1,5,3,19,3,1,0,0,0,0,0,0,0,44.95824778,0
7,2,6,3,17,6,1,0,0,0,0,0,0,0,44.74743326,0
7,1,4,3,6,3,2,0,0,0,1,0,1,1,45.34702259,2
7,2,6,3,17,4,1,0,0,0,0,0,0,0,45.0513347,0
7,1,5,3,1,2,1,0,0,0,0,0,0,0,45.06776181,2
7,1,4,3,10,3,2,0,0,0,0,0,0,0,45.10061602,0
7,2,6,3,19,3,1,0,0,0,0,0,1,1,44.64887064,0
7,2,5,4,3,3,2,0,0,0,0,0,0,0,45.38261465,0
7,1,4,3,15,3,2,0,0,0,0,0,0,0,44.65982204,0
7,1,6,3,3,3,1,1,1,0,0,0,0,0,45.07323751,0
7,2,7,3,19,4,2,0,0,0,0,0,1,1,44.59958932,3
7,2,4,1,0,0,1,0,0,0,0,0,0,0,45.18275154,1
7,1,5,3,19,2,1,0,0,0,0,0,0,0,45.38261465,2
7,2,5,3,15,4,1,0,0,0,0,0,0,0,45.0513347,0
7,2,7,3,17,4,1,0,0,0,0,0,1,0,44.57221081,3
7,2,7,3,14,5,1,0,0,0,0,0,0,0,44.84599589,0
7,2,5,2,0,0,1,0,0,1,0,0,0,0,44.73100616,1
7,2,6,3,17,4,1,0,0,0,1,0,0,0,45.10061602,0
7,1,5,1,0,0,1,0,0,0,0,0,0,0,45.02669405,1
7,1,4,3,19,2,1,0,0,0,0,0,0,0,44.55030801,1
7,2,8,3,17,4,1,0,0,0,0,0,0,0,44.71731691,0
7,1,6,3,17,2,1,0,0,1,0,0,0,0,45.2019165,0
7,1,4,1,0,0,1,0,0,0,1,0,0,0,45.13894593,1
7,2,4,1,0,0,1,0,0,0,0,0,0,0,45.48391513,1
7,2,7,4,17,3,2,0,0,0,0,0,1,0,45.29226557,3
7,2,4,3,8,2,1,0,0,0,0,0,0,0,44.50102669,0
7,1,3,1,0,0,2,0,0,0,0,0,1,0,44.71731691,1
7,1,5,2,0,0,1,0,0,0,0,0,1,1,45.3798768,1
7,2,7,3,17,4,1,0,0,1,0,1,1,0,45.43189596,3
7,1,6,3,1,3,1,0,0,0,0,0,0,0,45.07871321,0
7,2,6,3,18,3,1,0,0,0,0,0,1,0,44.96919918,0
7,2,5,3,15,3,1,0,0,0,0,0,0,0,44.52019165,0
7,2,6,3,17,4,1,0,0,0,0,0,0,0,44.96098563,0
7,1,4,1,0,0,1,0,0,0,0,0,0,0,45.0403833,1
7,1,4,2,0,0,2,0,0,0,0,0,1,0,44.99383984,1
7,1,4,1,0,0,1,0,0,1,0,0,1,0,44.51471595,1
7,2,6,3,15,3,1,0,0,0,0,0,0,0,44.89253936,0
7,2,6,3,15,3,1,0,0,0,0,0,0,0,44.89253936,0
7,2,5,4,17,3,1,0,0,0,0,0,0,0,44.64065708,0
7,1,4,3,7,3,1,0,0,0,0,0,0,0,44.61601643,0
7,2,5,3,19,3,1,0,0,0,0,0,1,0,44.96372348,0
7,2,6,3,17,3,1,0,0,0,1,0,0,0,44.91170431,0
7,2,8,3,18,6,2,0,0,1,0,0,1,0,45.45106092,3
7,2,5,3,1,3,1,0,0,0,0,0,0,0,45.15263518,0
7,1,5,3,6,3,1,0,0,0,0,0,0,0,44.96646133,0
7,2,5,3,15,3,1,0,0,0,0,0,0,0,45.23203285,0
7,2,6,3,19,4,1,0,0,0,0,0,0,0,45.07871321,0
7,2,7,3,15,4,1,0,0,0,0,0,0,0,44.63791923,0
7,1,6,3,15,3,1,0,0,0,0,0,0,0,44.95550992,0
7,2,4,3,1,3,1,0,0,0,0,0,0,0,44.76112252,0
7,2,3,1,0,0,1,0,0,0,0,0,0,0,45.43189596,1
7,2,4,3,15,3,1,0,0,0,0,0,0,0,45.22108145,0
7,2,6,3,17,4,1,0,0,0,0,0,0,0,45.24845996,0
7,2,4,3,1,3,1,0,0,0,0,0,1,0,45.32785763,0
7,2,5,1,0,0,2,0,0,0,0,0,1,0,44.93086927,1
7,1,5,1,0,0,1,0,0,0,0,0,0,0,44.96098563,1
7,1,4,1,0,0,2,0,0,0,0,0,1,0,44.63244353,1
7,2,6,3,15,3,1,0,0,0,1,0,0,0,44.91170431,0
7,2,6,2,0,0,1,0,0,0,0,0,0,0,45.11978097,0
7,1,4,4,2,2,2,0,0,0,0,0,1,0,45.48665298,2
7,1,4,1,0,0,1,0,0,0,0,0,1,1,44.78576318,1
7,1,6,3,15,3,2,0,0,0,1,0,0,0,44.54483231,0
7,2,7,3,15,4,1,0,0,0,0,0,1,0,45.08418891,3
7,2,6,3,14,2,1,0,0,0,1,1,1,0,44.84873374,0
7,1,6,3,17,2,2,0,0,0,1,0,1,0,44.84873374,2
7,2,8,2,0,0,1,0,0,0,0,0,1,0,45.01848049,1
7,2,6,3,17,3,1,0,0,1,0,0,0,0,44.80492813,0
7,2,6,3,17,3,1,0,0,0,0,0,0,0,44.50376454,0
7,1,4,3,15,2,1,0,0,0,0,0,0,0,44.65982204,2
7,2,6,3,15,3,1,0,0,0,0,0,0,0,44.55304586,0
7,1,5,3,1,3,1,0,0,0,0,0,0,0,44.67351129,0
7,2,6,3,3,3,1,0,0,0,0,1,1,0,45.07597536,0
7,2,7,3,15,4,1,0,0,0,1,1,1,1,45.02395619,3
7,1,4,3,15,3,1,0,0,0,0,0,0,0,45.12525667,0
7,2,7,1,0,0,2,0,0,0,0,1,1,0,45.21560575,3
7,1,4,4,1,2,1,0,0,0,0,0,0,0,44.84325804,1
7,2,6,3,19,3,1,0,0,0,0,0,1,1,45.43463381,0
7,2,5,3,15,3,1,0,0,0,0,0,0,0,44.71457906,0
7,2,6,3,9,4,1,0,0,0,0,0,0,0,45.44010951,0
7,2,7,3,17,4,1,0,0,0,0,0,1,0,44.76386037,3
7,2,5,3,15,3,1,0,0,0,0,0,0,0,45.23203285,0
7,2,6,3,15,4,1,0,0,0,0,0,0,0,44.62696783,0
7,2,7,3,5,5,1,0,0,0,0,0,0,0,44.75290897,0
7,2,4,1,0,0,1,0,0,0,0,0,0,0,44.63244353,1
7,1,7,3,1,2,2,0,0,0,0,0,1,0,45.48939083,2
7,2,7,1,0,0,1,0,0,0,0,0,1,0,44.60232717,1
7,2,8,3,15,4,2,0,0,0,0,0,0,0,44.53114305,3
7,1,4,1,0,0,1,0,0,0,0,0,0,0,44.78850103,1
7,2,7,3,17,4,1,0,0,0,0,0,1,0,45.30595483,3
7,2,5,3,17,3,1,0,0,0,0,0,0,0,44.82135524,0
7,2,4,3,19,3,1,0,0,0,0,0,0,0,45.0294319,0
7,2,4,3,15,3,1,0,0,0,0,0,0,0,45.27857632,0
7,1,4,4,8,3,1,0,0,0,0,0,0,0,45.3853525,1
7,1,4,1,0,0,1,0,0,0,0,0,1,0,45.33607118,1
7,2,4,3,8,2,1,0,0,0,0,0,1,0,44.65982204,2
7,2,7,3,17,5,1,0,0,0,0,0,0,0,45.28405202,0
7,1,4,4,17,3,2,0,0,0,0,0,1,0,45.10061602,3
7,2,5,3,17,3,1,0,0,0,0,1,1,1,45.01300479,0
7,1,4,3,3,3,1,0,0,0,0,0,1,0,44.79123888,2
7,2,6,3,15,4,1,0,0,0,1,1,1,0,44.84599589,0
7,2,9,3,16,5,1,0,0,0,0,0,0,0,44.75290897,0
7,2,5,3,19,3,1,0,0,0,0,0,1,0,45.0568104,0
7,1,4,1,0,0,1,0,0,0,0,0,1,0,44.79123888,1
7,1,6,2,0,0,1,0,0,0,0,0,0,0,45.0513347,1
7,2,6,1,0,0,2,0,0,0,0,1,0,0,45.00752909,1
7,2,7,3,17,4,1,0,0,0,1,0,0,0,44.84052019,0
7,1,4,1,0,0,2,0,0,0,0,0,1,0,45.35523614,1
7,1,4,1,0,0,1,0,0,0,0,0,1,0,45.33607118,1
7,2,7,3,17,5,1,0,0,0,1,1,0,0,45.3963039,0
7,1,4,4,6,2,2,0,0,0,0,1,1,0,45.31143053,2
7,1,4,4,6,2,2,0,0,0,0,0,0,0,45.31143053,1
7,1,4,3,6,2,1,0,0,0,0,0,0,0,44.62422998,1
7,1,4,3,7,3,1,0,0,0,0,0,0,0,45.37166324,0
7,2,7,3,18,3,1,1,1,0,0,0,0,0,44.79945243,0
7,2,8,3,17,8,1,0,0,0,0,0,0,1,45.27036277,0
7,2,6,4,1,3,1,0,0,0,0,0,0,0,44.74469541,0
7,1,5,3,15,3,1,0,0,0,0,0,0,1,44.69267625,2
7,1,5,3,19,3,1,0,0,0,0,0,0,0,44.6844627,0
7,2,5,3,5,4,1,0,0,0,0,0,0,0,45.43463381,0
7,2,8,3,16,4,1,0,0,0,0,0,1,0,45.0513347,3
7,1,5,3,7,3,1,0,0,0,0,0,0,0,45.02395619,0
7,2,9,3,16,5,1,0,0,0,0,0,1,0,44.57768652,0
7,1,4,3,1,2,1,0,0,0,0,0,0,0,45.00479124,1
7,1,4,4,8,3,1,0,0,0,0,0,0,0,45.19917864,1
7,1,4,4,8,3,1,0,0,0,0,0,0,0,45.19917864,1
7,1,5,1,0,0,2,0,0,0,0,0,1,0,44.81040383,1
7,2,7,3,17,3,1,0,0,0,0,0,0,0,44.62149213,0
7,1,5,3,1,3,1,0,0,1,0,0,0,0,45.04859685,0
7,2,8,4,16,4,1,0,0,0,0,1,0,0,44.96372348,0
7,1,4,3,8,2,1,0,0,0,0,0,0,0,45.13894593,1
7,2,5,3,15,8,1,0,0,0,0,0,0,0,45.30047912,0
7,2,7,3,15,4,1,0,0,0,0,0,1,0,44.66803559,3
7,2,7,3,15,3,1,0,0,0,0,0,0,0,44.8569473,0
7,1,5,3,10,3,2,0,0,0,0,0,0,0,44.84325804,0
7,2,7,1,0,0,1,0,0,0,0,1,0,0,45.27583847,1
7,1,6,1,0,0,1,0,0,1,0,0,0,0,44.89801506,1
7,2,7,3,19,4,1,0,0,0,0,0,1,0,45.48665298,3
7,2,7,3,5,5,1,0,0,0,0,0,0,0,45.42368241,0
7,2,7,4,10,4,1,0,0,0,0,0,1,0,44.95277207,3
7,2,6,3,15,4,1,0,0,0,0,0,0,0,44.96098563,0
7,2,7,3,17,3,2,0,0,0,0,0,0,0,45.04859685,0
7,1,4,1,0,0,2,0,0,0,0,0,1,0,44.84599589,1
7,2,6,3,10,4,1,0,0,0,0,0,1,0,44.78302533,0
7,2,6,3,5,3,1,0,0,0,0,0,0,0,44.82135524,0
7,2,4,3,6,3,1,0,0,0,0,0,0,0,44.64065708,0
7,2,7,3,19,7,1,0,0,0,0,0,0,0,44.85968515,0
7,2,4,2,0,0,1,0,0,0,0,0,0,0,45.16632444,1
7,2,7,3,17,3,1,0,0,0,0,0,1,0,45.03764545,0
7,2,6,3,17,3,1,0,0,0,0,0,0,0,44.82683094,0
7,2,6,3,16,3,1,0,0,0,0,0,0,0,45.0403833,0
7,1,4,3,5,3,1,0,0,0,0,0,0,0,45.45379877,0
7,1,5,3,3,3,1,0,0,0,0,0,1,0,45.03764545,2
7,2,5,3,7,4,1,0,0,0,0,0,0,0,45.22108145,0
7,2,5,3,6,4,1,0,0,0,0,0,0,0,45.3853525,0
7,2,7,3,17,4,1,0,0,0,0,0,1,0,44.72005476,3
7,1,5,1,0,0,1,0,0,0,0,0,1,0,45.26488706,1
7,2,8,3,7,5,2,0,0,0,1,0,0,0,45.34154689,0
7,1,4,1,0,0,2,0,0,0,0,0,0,0,44.60232717,1
7,2,7,3,15,3,1,0,0,0,0,0,1,0,44.77754962,0
7,2,6,3,15,3,1,0,0,0,1,0,0,0,44.6954141,0
7,2,5,3,15,2,1,0,0,0,0,0,0,0,44.73921971,2
7,2,5,3,15,2,1,0,0,0,0,0,1,0,44.57768652,2
7,2,6,3,15,3,1,0,0,0,0,0,0,0,45.43189596,0
7,2,7,3,2,3,1,0,0,0,0,0,0,0,45.2073922,0
7,1,6,3,15,3,1,0,0,0,0,1,1,0,44.84052019,2
7,2,7,3,8,4,1,0,0,0,0,0,0,0,44.75017112,0
7,2,5,1,0,0,1,0,0,0,0,0,0,0,44.83778234,1
7,1,4,1,0,0,2,0,0,0,0,0,1,0,45.44832307,1
7,2,5,4,15,3,1,0,0,0,0,1,0,0,44.75017112,0
7,2,5,3,18,3,1,0,0,0,0,0,0,0,44.89801506,0
7,1,7,3,15,4,1,0,0,0,0,0,0,0,44.7063655,2
7,2,6,3,3,3,1,0,0,0,0,0,1,0,45.18548939,0
7,2,6,3,17,3,1,0,0,0,0,0,0,0,44.77481177,0
7,2,5,3,15,3,2,0,0,0,0,0,1,0,45.24298426,2
7,2,5,3,6,3,1,0,0,0,0,0,0,0,45.42642026,0
7,1,4,1,0,0,2,0,0,0,0,0,0,0,45.17180014,1
7,2,6,3,9,4,1,0,0,0,0,0,0,0,45.23203285,0
7,2,5,2,0,0,1,0,0,0,0,0,0,0,44.72005476,1
7,2,6,3,16,3,1,0,0,0,0,0,0,0,44.56399726,0
7,2,4,1,0,0,1,0,0,0,0,0,0,0,45.30869268,1
7,2,6,3,15,2,1,0,0,0,0,0,0,0,45.24572211,0
7,2,6,3,15,3,1,0,0,0,0,0,0,0,44.84052019,0
7,1,4,3,16,3,1,0,0,0,0,0,1,0,44.91444216,2
7,2,6,3,15,3,1,0,0,0,1,0,0,0,45.35523614,0
7,2,7,3,17,3,1,0,0,0,0,0,0,0,44.74469541,0
7,2,5,3,15,2,1,0,0,0,0,0,0,0,44.83504449,2
7,1,4,2,0,0,1,0,0,0,0,0,0,0,45.26214921,1
7,2,6,3,15,3,1,0,0,0,0,0,1,0,44.98015058,0
7,2,7,3,17,3,2,0,0,1,0,0,0,0,44.5229295,0
7,2,6,3,17,2,1,0,0,0,0,0,0,0,44.5229295,0
7,2,5,3,19,2,2,0,0,0,0,0,1,0,44.678987,2
7,2,7,3,19,4,1,0,0,0,1,1,1,1,45.0403833,3
7,1,5,3,15,2,3,0,0,1,0,0,1,0,44.59685147,2
7,1,3,1,0,0,3,0,0,0,0,0,1,0,44.73921971,1
7,1,4,2,0,0,2,0,0,0,0,0,0,0,45.2073922,1
7,2,6,3,19,2,2,0,0,0,0,1,1,0,45.15263518,3
7,2,5,1,0,0,1,0,0,1,0,1,1,0,45.26214921,1
7,1,4,1,0,0,1,0,0,0,0,0,1,0,44.84052019,1
7,2,6,3,19,3,2,0,0,0,0,0,0,0,44.52019165,0
7,1,4,1,0,0,1,0,0,0,0,0,0,0,45.10335387,1
7,2,6,3,19,3,1,0,0,1,0,0,0,0,45.16358658,0
7,1,4,3,17,3,1,0,0,0,0,0,1,0,45.32511978,0
7,1,6,3,1,2,1,0,0,0,1,0,0,0,44.61875428,0
7,2,4,1,0,0,1,0,0,0,0,0,0,0,45.48665298,1
7,1,4,4,15,3,2,0,0,0,1,0,1,1,44.59958932,2
7,1,4,3,1,2,1,0,0,0,0,0,1,0,44.50376454,2
7,1,6,3,1,2,1,0,0,0,0,0,1,0,45.0294319,2
7,2,7,3,17,4,2,0,0,0,0,0,0,0,44.53935661,3
7,2,6,3,17,3,1,0,0,0,1,0,0,0,44.7063655,0
7,2,7,3,3,4,1,0,0,0,0,0,1,1,44.55304586,3
7,1,6,1,0,0,2,0,0,0,0,1,1,0,44.53935661,1
7,1,4,1,0,0,2,0,0,0,0,0,0,0,44.67077344,1
7,1,4,1,0,0,2,0,0,0,0,0,0,0,45.20465435,1
7,2,4,3,14,3,1,0,0,0,0,0,1,0,45.27310062,0
7,2,5,3,19,2,1,0,0,0,0,0,0,0,44.97741273,0
7,2,7,3,15,4,1,0,0,0,0,0,0,0,45.13620808,0
7,1,4,3,1,2,2,0,0,0,0,0,0,0,44.80219028,1
7,2,5,3,1,3,1,0,0,0,0,0,0,0,45.0349076,0
7,2,6,3,19,4,1,0,0,0,0,0,1,0,44.70362765,0
7,1,4,1,0,0,2,0,0,0,0,0,0,0,45.00752909,1
7,2,5,3,17,3,1,0,0,0,0,0,0,0,44.55578371,0
7,1,4,1,0,0,2,0,0,0,0,0,0,0,44.63791923,1
7,2,7,3,17,5,1,0,0,0,1,1,0,0,45.3963039,0
7,2,7,3,17,4,1,0,0,0,0,0,0,0,45.48939083,0
7,2,6,3,19,3,1,0,0,0,0,0,0,0,44.74743326,0
7,2,5,3,15,3,1,0,0,0,0,0,0,0,45.03764545,0
7,2,7,3,17,4,1,0,0,0,0,1,0,0,44.78850103,0
7,2,7,3,17,4,1,0,0,0,0,0,0,0,45.48117728,0
7,2,5,3,19,2,1,0,0,0,0,0,0,0,45.13894593,0
7,1,4,1,0,0,2,0,0,0,0,0,0,0,44.84052019,1
7,1,4,1,0,0,2,0,0,0,0,0,1,0,44.63791923,1
7,1,4,3,1,3,2,0,0,0,0,0,1,0,44.92813142,2
7,1,4,1,0,0,1,0,0,0,0,0,0,0,44.96372348,1
7,1,4,1,0,0,2,0,0,0,0,0,1,0,44.90349076,1
7,1,4,1,0,0,3,0,0,0,1,0,0,1,45.09514031,1
7,2,6,3,17,3,1,0,0,0,0,1,1,0,44.70362765,0
7,2,7,3,17,5,2,0,0,0,0,1,0,0,44.83778234,3
7,1,4,1,0,0,2,0,0,0,0,0,0,0,45.48939083,1
7,1,3,1,0,0,2,0,0,0,0,0,0,0,45.35249829,1
7,1,5,3,1,2,1,0,0,0,0,0,0,0,44.69267625,2
7,1,6,3,1,2,1,0,0,0,0,0,0,0,45.01574264,0
7,1,3,1,0,0,3,0,0,0,0,0,0,0,44.54483231,1
7,1,4,1,0,0,1,0,0,0,0,0,0,0,45.19370294,1
7,1,4,1,0,0,1,0,0,0,0,0,0,0,45.43463381,1
7,2,7,1,0,0,2,1,2,0,1,0,0,0,44.57768652,1
7,2,6,3,17,3,1,0,0,0,0,0,1,0,44.5284052,0
7,2,6,3,17,4,2,0,0,0,0,0,1,0,45.44558522,3
7,2,7,3,15,3,1,0,0,0,0,0,0,0,44.678987,0
7,2,6,3,15,4,1,0,0,0,0,0,0,0,44.63518138,0
7,2,5,3,15,4,1,0,0,0,0,0,0,0,44.56673511,0
7,2,6,3,19,3,1,0,0,0,0,0,0,0,45.0349076,0
7,2,6,3,15,3,1,0,0,0,0,0,0,0,44.63518138,0
7,2,5,3,17,3,1,0,0,0,0,0,0,0,45.04312115,0
7,2,5,3,17,4,1,0,0,0,0,0,1,0,45.17727584,3
7,1,4,3,1,2,2,0,0,0,0,0,0,0,45.38261465,1
7,1,4,3,17,2,2,0,0,0,0,0,0,0,45.11978097,0
7,1,4,1,0,0,1,0,0,0,0,0,0,0,45.30047912,1
7,1,4,1,0,0,2,0,0,0,0,0,0,0,44.57768652,1
7,1,5,1,0,0,2,0,0,0,0,0,1,0,44.93086927,1
7,2,7,3,19,4,1,0,0,0,0,0,0,0,45.03216975,0
7,1,4,1,0,0,2,0,0,0,0,0,0,0,44.59685147,1
7,2,5,3,17,3,1,1,1,0,0,0,0,0,44.80766598,0
7,1,4,1,0,0,2,0,0,0,0,0,0,0,44.6844627,1
7,1,4,1,0,0,2,0,0,0,0,0,1,0,45.23750856,1
7,1,4,1,0,0,2,0,0,0,0,0,0,0,45.23750856,1
7,1,4,4,1,2,2,0,0,0,0,0,0,0,45.03216975,1
7,2,4,3,17,2,1,0,0,0,0,0,0,0,44.83778234,0
7,2,5,3,17,3,1,0,0,0,0,0,0,0,44.63244353,0
7,2,6,3,15,3,1,0,0,0,0,0,0,0,45.12525667,0
7,2,6,3,17,3,1,0,0,0,0,0,0,0,45.03216975,0
7,2,6,3,19,3,1,0,0,0,0,0,0,0,44.56673511,0
7,2,7,3,17,3,1,0,0,0,0,1,1,0,44.57221081,0
7,2,6,3,15,2,1,0,0,0,0,0,1,0,45.26214921,2
7,2,6,3,19,3,1,0,0,0,0,0,1,0,44.98015058,0
7,2,6,3,17,3,1,0,0,0,0,0,1,0,45.15537303,0
7,2,7,3,19,3,1,0,0,0,0,0,0,0,44.72005476,0
7,2,5,3,15,2,1,0,0,0,0,0,0,0,44.862423,2
7,2,6,3,17,3,1,0,0,0,0,0,0,1,45.36344969,0
7,1,4,3,1,1,1,0,0,0,0,0,0,0,44.73100616,1
7,1,4,3,1,1,1,0,0,0,0,0,0,0,44.73100616,1
7,1,5,1,0,0,1,0,0,0,0,0,0,0,45.34976044,1
7,2,7,3,17,4,1,0,0,1,0,0,1,0,44.50924025,3
7,1,5,1,0,0,1,0,0,0,0,0,0,0,44.98836413,1
7,1,4,1,0,0,2,0,0,1,1,0,0,0,44.81861739,1
7,2,6,3,1,3,1,0,0,0,0,0,0,0,45.16358658,0
7,2,6,3,1,3,1,0,0,0,0,0,0,0,45.16358658,0
7,2,7,3,17,3,1,0,0,0,0,0,0,0,44.91170431,0
7,2,5,3,15,2,1,0,0,0,0,0,0,0,45.30869268,2
7,1,4,3,15,3,2,0,0,0,0,0,1,0,44.60232717,2
7,2,6,3,19,3,1,0,0,0,0,0,0,0,45.27583847,0
7,2,5,4,8,2,1,0,0,0,0,0,0,0,44.53114305,0
7,1,4,3,1,1,1,0,0,0,0,0,1,0,44.76659822,2
7,1,4,1,0,0,2,0,0,0,0,0,0,0,44.96372348,1
7,1,4,1,0,0,1,0,0,0,0,0,0,0,44.60780287,1
7,2,5,3,6,3,1,0,0,0,0,0,0,0,45.08692676,0
7,1,5,3,17,2,2,0,0,0,0,0,1,0,44.87063655,2
7,1,4,2,0,0,2,0,0,0,0,0,0,0,45.36344969,1
7,1,5,1,0,0,1,0,0,0,0,0,1,0,44.5065024,1
7,1,3,1,0,0,1,0,0,0,0,0,1,0,45.41546886,1
7,1,5,1,0,0,2,0,0,0,0,1,1,0,45.34154689,1
7,1,6,3,1,1,2,0,0,0,0,0,0,0,45.19370294,0
7,1,4,1,0,0,1,0,0,0,1,0,1,1,45.18822724,1
7,1,6,3,17,2,2,0,0,0,0,0,0,0,45.19370294,0
7,1,4,1,0,0,1,0,0,0,0,0,1,0,45.13620808,1
7,1,4,1,0,0,1,0,0,0,0,0,0,0,44.96098563,1
7,1,4,1,0,0,1,0,0,0,0,0,0,0,45.04312115,1
7,1,4,1,0,0,1,0,0,0,0,0,0,0,44.61875428,1
7,1,4,1,0,0,1,0,0,0,0,0,0,0,45.13894593,1
7,2,4,2,0,0,1,0,0,0,0,0,1,0,44.72005476,1
7,1,4,3,15,2,1,0,0,0,0,0,0,0,44.678987,2
7,1,6,1,0,0,2,0,0,0,0,0,1,0,45.17180014,1
7,1,5,4,1,3,1,0,0,0,0,0,0,0,45.4072553,0
7,1,5,4,1,3,1,0,0,0,0,0,0,0,45.24298426,0
7,2,5,3,17,2,1,0,0,0,0,0,0,0,45.43463381,0
7,2,5,3,17,2,1,0,0,0,0,0,0,0,45.43463381,0
7,2,6,3,19,3,1,0,0,0,0,0,0,0,45.02669405,0
7,2,6,3,19,3,1,0,0,0,0,0,0,0,45.02669405,0
7,2,5,4,19,2,1,0,0,0,0,0,0,0,44.98288843,0
7,1,4,1,0,0,1,0,0,0,0,0,0,0,44.78028747,1
7,2,5,3,6,2,1,0,0,0,0,0,0,0,44.59411362,0
7,2,7,3,17,3,1,0,0,0,1,0,1,0,45.045859,0
7,2,7,3,17,3,1,0,0,0,1,0,1,0,45.045859,0
7,2,5,3,15,2,1,0,0,0,0,0,1,0,45.11430527,2
7,2,6,3,15,3,1,0,0,0,0,0,0,0,44.57768652,0
7,1,4,1,0,0,1,0,0,0,0,0,0,0,44.98288843,1
7,1,4,3,1,1,2,0,0,0,0,0,0,0,44.55304586,1
7,1,7,3,17,2,2,0,0,0,0,1,1,1,45.31964408,3
7,1,4,3,6,3,2,0,0,0,0,0,0,0,44.70910335,0
7,1,3,1,0,0,2,0,0,0,0,0,0,0,45.10609172,1
7,2,7,3,17,3,1,0,0,0,1,0,0,1,45.13894593,0
7,2,5,3,17,3,1,0,0,0,0,0,0,0,45.23203285,0
